   0.9074670     -0.3552000E-02
   0.9199600     -0.2910000E-02
   0.9322180     -0.2361000E-02
   0.9440970     -0.1902000E-02
   0.9553550     -0.1534000E-02
   0.9657150     -0.1255000E-02
   0.9749470     -0.1051000E-02
   0.9829600     -0.9120000E-03
   0.9898010     -0.8180000E-03
   0.9956120     -0.7580000E-03
   0.9999520     -0.7250000E-03
